01, 4, 4, 430
01, 4, 4, 429
01, 4, 4, 408
01, 4, 4, 427
01, 4, 4, 416
02, 5, 4, 363
02, 5, 4, 360
02, 5, 4, 342
02, 5, 4, 379
02, 5, 4, 374
03, 6, 4, 329
03, 6, 4, 330
03, 6, 4, 332
03, 6, 4, 333
03, 6, 4, 345
04, 7, 4, 339
04, 7, 4, 331
04, 7, 4, 333
04, 7, 4, 327
04, 7, 4, 350
05, 8, 4, 294
05, 8, 4, 315
05, 8, 4, 304
05, 8, 4, 286
05, 8, 4, 310
06, 10, 4, 257
06, 10, 4, 268
06, 10, 4, 249
06, 10, 4, 253
06, 10, 4, 258
07, 12, 4, 250
07, 12, 4, 251
07, 12, 4, 249
07, 12, 4, 252
07, 12, 4, 252
08, 14, 4, 254
08, 14, 4, 238
08, 14, 4, 234
08, 14, 4, 232
08, 14, 4, 256
09, 16, 4, 230
09, 16, 4, 237
09, 16, 4, 239
09, 16, 4, 232
09, 16, 4, 231
