01, 12, 12, 199
01, 12, 12, 190
01, 12, 12, 196
01, 12, 12, 191
01, 12, 12, 192
02, 15, 12, 176
02, 15, 12, 184
02, 15, 12, 178
02, 15, 12, 175
02, 15, 12, 169
03, 18, 12, 176
03, 18, 12, 159
03, 18, 12, 179
03, 18, 12, 171
03, 18, 12, 171
04, 21, 12, 165
04, 21, 12, 156
04, 21, 12, 155
04, 21, 12, 153
04, 21, 12, 164
05, 24, 12, 156
05, 24, 12, 156
05, 24, 12, 147
05, 24, 12, 154
05, 24, 12, 155
06, 30, 12, 156
06, 30, 12, 149
06, 30, 12, 163
06, 30, 12, 148
06, 30, 12, 162
07, 36, 12, 175
07, 36, 12, 179
07, 36, 12, 176
07, 36, 12, 188
07, 36, 12, 185
08, 42, 12, 186
08, 42, 12, 172
08, 42, 12, 174
08, 42, 12, 174
08, 42, 12, 170
09, 48, 12, 172
09, 48, 12, 191
09, 48, 12, 173
09, 48, 12, 174
09, 48, 12, 180
